,User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
5675,1004508,Phonely,P00160542,F,26-35,28,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,8097.0,,
5676,1003311,Neola,P00251342,F,26-35,28,1,Andhra Pradesh,Southern,Agriculture,Sports Products,2,8097.0,,
5678,1005738,O'Donnell,P00000642,F,26-35,35,1,Gujarat,Western,Food Processing,Electronics & Gadgets,3,8096.0,,
5679,1005222,Rane,P00354242,F,26-35,32,1,Maharashtra,Western,Banking,Decor,1,8096.0,,
5680,1004373,Byrd,P00003442,F,51-55,53,0,Uttar Pradesh,Central,Aviation,Sports Products,4,8096.0,,
5681,1005350,Coram,P00185342,F,18-25,23,1,Bihar,Eastern,Hospitality,Electronics & Gadgets,2,8095.0,,
5682,1001647,Norvell,P00210042,F,18-25,25,0,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,3,8095.0,,
5683,1003685,Hansen,P00343042,F,26-35,32,0,Jharkhand,Eastern,Banking,Electronics & Gadgets,1,8095.0,,
5684,1002015,Chong,P00077942,F,18-25,22,0,Rajasthan,Northern,Lawyer,Electronics & Gadgets,4,8095.0,,
5688,1004089,Reichenbach,P00218242,F,26-35,34,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,2,8093.0,,
5689,1005336,Ralph,P0097242,F,55+,69,1,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,4,8093.0,,
5691,1003013,Hirasaki,P00100642,F,46-50,50,0,Delhi,Central,Healthcare,Food,4,8092.0,,
5692,1004489,Pete,P00138542,F,18-25,19,1,Gujarat,Western,Banking,Electronics & Gadgets,1,8092.0,,
5693,1004732,Sudheer,P00079742,F,26-35,35,0,Uttar Pradesh,Central,IT Sector,Food,1,8092.0,,
5698,1003108,Filia,P00034042,F,51-55,51,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,8089.0,,
5699,1003108,Filia,P00034042,F,51-55,51,1,Delhi,Central,IT Sector,Electronics & Gadgets,2,8089.0,,
5700,1000195,Daly,P00182542,F,26-35,29,0,Rajasthan,Northern,Govt,Electronics & Gadgets,1,8089.0,,
5701,1005934,Henry,P00025442,F,26-35,34,0,Andhra Pradesh,Southern,Healthcare,Sports Products,4,8088.0,,
5702,1003208,Bowman,P00171642,F,26-35,31,0,Bihar,Eastern,Agriculture,Electronics & Gadgets,4,8088.0,,
5704,1005550,Gonzalez,P00224142,F,36-45,42,0,Punjab,Northern,IT Sector,Electronics & Gadgets,2,8088.0,,
5706,1002701,Swati,P00036742,F,46-50,48,1,Uttarakhand,Central,IT Sector,Furniture,2,8088.0,,
5708,1001487,Nona,P00027542,F,36-45,43,1,Rajasthan,Northern,Hospitality,Electronics & Gadgets,4,8087.0,,
5710,1001836,Brian,P00069042,F,26-35,35,1,Delhi,Central,Banking,Footwear & Shoes,2,8086.0,,
5712,1001650,Gnade,P00059442,F,26-35,35,0,Uttar Pradesh,Central,Healthcare,Decor,1,8086.0,,
5717,1000255,Goldwyn,P00225942,F,36-45,36,1,Delhi,Central,Govt,Electronics & Gadgets,4,8083.0,,
5718,1005520,Farry,P00184442,F,46-50,50,0,Himachal Pradesh,Northern,Hospitality,Electronics & Gadgets,4,8083.0,,
5719,1001545,Pranjali,P00246142,F,26-35,29,1,Kerala,Southern,Govt,Electronics & Gadgets,3,8083.0,,
5720,1005520,Farry,P00184442,F,46-50,50,0,Telangana,Southern,Hospitality,Electronics & Gadgets,1,8083.0,,
5722,1004510,Crebagga,P00240442,F,46-50,49,1,Punjab,Northern,Hospitality,Electronics & Gadgets,2,8082.0,,
5723,1000970,Eichhorn,P00213942,F,26-35,33,0,Rajasthan,Northern,Food Processing,Electronics & Gadgets,4,8082.0,,
5724,1000654,Bergman,P00120242,F,51-55,51,0,Uttarakhand,Central,Retail,Electronics & Gadgets,1,8082.0,,
5725,1004732,Sudheer,P00255742,F,26-35,34,0,Kerala,Southern,Retail,Electronics & Gadgets,3,8081.0,,
5726,1004732,Sudheer,P00255742,F,26-35,34,0,Maharashtra,Western,Retail,Decor,3,8081.0,,
5730,1003328,Sonakshi,P00129942,F,55+,78,1,Bihar,Eastern,Banking,Electronics & Gadgets,1,8079.0,,
5731,1005915,MacIntyre,P00129842,F,18-25,23,0,Himachal Pradesh,Northern,Construction,Electronics & Gadgets,4,8079.0,,
5732,1005470,Daniels,P00084842,F,55+,74,0,Maharashtra,Western,Healthcare,Electronics & Gadgets,1,8079.0,,
5733,1005156,Brooks,P00118642,F,18-25,18,0,Uttar Pradesh,Central,Retail,Electronics & Gadgets,3,8079.0,,
5734,1001109,Kristen,P00251342,F,18-25,20,0,Bihar,Eastern,Banking,Electronics & Gadgets,3,8078.0,,
5735,1001109,Kristen,P00251342,F,18-25,20,0,Madhya Pradesh,Central,Banking,Electronics & Gadgets,4,8078.0,,
5736,1001155,Deirdre,P00241542,F,26-35,34,1,Madhya Pradesh,Central,Food Processing,Electronics & Gadgets,1,8078.0,,
5737,1003821,Shantanu,P00024742,F,26-35,30,0,Punjab,Northern,Healthcare,Electronics & Gadgets,4,8078.0,,
5738,1001244,Collins,P00274142,F,26-35,34,1,Kerala,Southern,Aviation,Electronics & Gadgets,4,8077.0,,
5741,1000216,Gjertsen,P00283542,F,46-50,48,1,Telangana,Southern,IT Sector,Food,1,8076.0,,
5742,1001626,Dianna,P00180342,F,18-25,21,1,Kerala,Southern,Chemical,Electronics & Gadgets,1,8074.0,,
5743,1000161,Chloris,P00247642,F,46-50,47,1,Punjab,Northern,Construction,Electronics & Gadgets,1,8074.0,,
5744,1001880,Clark,P00078142,F,36-45,44,0,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,1,8073.0,,
5745,1001057,Sanjay,P00065342,F,46-50,50,0,Delhi,Central,IT Sector,Footwear & Shoes,3,8073.0,,
5746,1004007,Shifley,P00338442,F,36-45,45,0,Gujarat,Western,Govt,Sports Products,1,8073.0,,
5748,1000102,McCrossin,P00117942,F,36-45,38,0,Maharashtra,Western,Media,Electronics & Gadgets,4,8073.0,,
5750,1003457,Ajay,P00268442,F,26-35,33,1,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,4,8072.0,,
5751,1001507,Ferguson,P00035542,F,36-45,43,0,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,4,8071.0,,
5752,1000624,Fisher,P00008142,F,26-35,35,0,Maharashtra,Western,Chemical,Furniture,2,8071.0,,
5754,1003380,Blumstein,P00156742,F,51-55,54,0,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,3,8071.0,,
5756,1000952,Prajakta,P00033642,F,55+,87,1,Maharashtra,Western,Food Processing,Electronics & Gadgets,3,8069.0,,
5757,1005682,Donatelli,P00159842,F,18-25,19,1,Haryana,Northern,Food Processing,Food,3,8068.0,,
5758,1005135,Sam,P00085242,F,36-45,45,0,Karnataka,Southern,IT Sector,Footwear & Shoes,3,8068.0,,
5759,1005150,Hemant,P00140042,F,26-35,33,0,Punjab,Northern,Automobile,Electronics & Gadgets,3,8068.0,,
5760,1002651,Piyali,P00318742,F,55+,87,1,Uttar Pradesh,Central,Aviation,Electronics & Gadgets,4,8068.0,,
5762,1000859,Lynn,P00146142,F,26-35,26,0,Jharkhand,Eastern,Aviation,Electronics & Gadgets,3,8067.0,,
5763,1005580,Bradley,P00114442,F,46-50,46,1,Uttar Pradesh,Central,IT Sector,Electronics & Gadgets,4,8067.0,,
5764,1002457,Latchford,P00089142,F,26-35,27,0,Andhra Pradesh,Southern,Automobile,Electronics & Gadgets,1,8066.0,,
5767,1002484,Pelletier,P00182242,F,46-50,46,1,Maharashtra,Western,Automobile,Electronics & Gadgets,1,8066.0,,
5768,1001010,Bremer,P00327842,F,26-35,30,1,Himachal Pradesh,Northern,Banking,Electronics & Gadgets,2,8065.0,,
5770,1002419,Shantanu,P00343042,F,26-35,27,0,Bihar,Eastern,Retail,Electronics & Gadgets,1,8064.0,,
5771,1001266,Emily,P00162642,F,26-35,33,0,Haryana,Northern,IT Sector,Electronics & Gadgets,1,8064.0,,
5773,1003771,Chirag,P00179742,F,26-35,26,1,Jharkhand,Eastern,Banking,Electronics & Gadgets,2,8063.0,,
5774,1004082,Patrick,P00251242,F,26-35,30,0,Karnataka,Southern,Aviation,Food,4,8063.0,,
5777,1003746,Vaibhavi,P00046742,F,26-35,32,0,Gujarat,Western,Hospitality,Electronics & Gadgets,3,8062.0,,
5778,1003851,Deanra,P00317842,F,26-35,27,0,Jharkhand,Eastern,Aviation,Electronics & Gadgets,2,8061.0,,
5779,1005163,Bhavna,P00336342,F,46-50,47,1,Jharkhand,Eastern,Chemical,Electronics & Gadgets,2,8061.0,,
5781,1000349,Priyanshu,P00148642,F,0-17,12,1,Uttar Pradesh,Central,Banking,Electronics & Gadgets,3,8060.0,,
5782,1001482,Gardner,P00214442,F,26-35,31,1,Uttarakhand,Central,IT Sector,Electronics & Gadgets,3,8060.0,,
5783,1004253,Ekta,P00202142,F,46-50,47,1,Andhra Pradesh,Southern,Construction,Electronics & Gadgets,3,8059.0,,
5784,1004505,Daniels,P00117542,F,51-55,51,0,Rajasthan,Northern,IT Sector,Electronics & Gadgets,3,8059.0,,
5785,1000123,Jahan,P00085342,F,36-45,43,1,Uttar Pradesh,Central,Banking,Food,1,8059.0,,
5786,1000376,Joe,P00010742,F,36-45,43,0,Jharkhand,Eastern,Aviation,Food,4,8058.0,,
5788,1004591,Christensen,P00289342,F,26-35,31,0,Maharashtra,Western,Construction,Food,2,8055.0,,
5789,1003010,Lanier,P00037042,F,26-35,35,0,Maharashtra,Western,Aviation,Food,4,8055.0,,
5790,1005447,Amy,P00188742,F,46-50,48,1,Maharashtra,Western,Banking,Electronics & Gadgets,3,8055.0,,
5792,1002830,Howell,P00326742,F,36-45,44,1,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,4,8054.0,,
5793,1003265,Arti,P00180042,F,26-35,31,0,Karnataka,Southern,Healthcare,Food,3,8053.0,,
5796,1004643,Christine,P00005942,F,26-35,28,1,Maharashtra,Western,Hospitality,Electronics & Gadgets,2,8052.0,,
5799,1002057,Arti,P00112542,F,36-45,37,0,Maharashtra,Western,Textile,Electronics & Gadgets,4,8051.0,,
5800,1000571,Shonely,P00154042,F,51-55,51,0,Karnataka,Southern,Construction,Electronics & Gadgets,1,8050.0,,
5802,1005250,Fritzler,P00251242,F,51-55,51,1,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,4,8049.0,,
5804,1004031,Grady,P00334042,F,26-35,30,1,Uttar Pradesh,Central,IT Sector,Decor,4,8049.0,,
5805,1001298,Siddharth,P00322942,F,36-45,40,1,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,3,8049.0,,
5809,1002700,Ankit,P00003442,F,26-35,31,1,Maharashtra,Western,Hospitality,Food,4,8047.0,,
5812,1003132,Vikash,P00332242,F,36-45,43,0,Gujarat,Western,Retail,Electronics & Gadgets,2,8046.0,,
5813,1001420,Harms,P00157342,F,18-25,24,1,Uttar Pradesh,Central,Hospitality,Decor,1,8046.0,,
5814,1000878,Sukruta,P00330342,F,18-25,18,0,Uttar Pradesh,Central,Banking,Sports Products,1,8045.0,,
5815,1004578,Atul,P00031142,F,26-35,26,0,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,3,8045.0,,
5816,1002895,Carol,P00041642,F,26-35,30,0,Haryana,Northern,Aviation,Electronics & Gadgets,4,8044.0,,
5817,1002895,Carol,P00041642,F,26-35,30,0,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,3,8044.0,,
5819,1003585,Kirti,P00045542,F,36-45,40,1,Haryana,Northern,IT Sector,Electronics & Gadgets,1,8043.0,,
5820,1002352,Catherine,P00226342,F,51-55,53,1,Himachal Pradesh,Northern,Lawyer,Electronics & Gadgets,2,8043.0,,
5821,1002180,Rahul,P00277642,F,26-35,32,1,Maharashtra,Western,Aviation,Electronics & Gadgets,4,8043.0,,
5822,1001220,Nelson,P00040742,F,0-17,16,1,Punjab,Northern,Healthcare,Electronics & Gadgets,2,8043.0,,
5823,1004904,Priyanshu,P00030642,F,51-55,51,0,Punjab,Northern,Aviation,Electronics & Gadgets,2,8043.0,,
5824,1004933,Schmidt,P00117142,F,26-35,35,0,Haryana,Northern,Banking,Electronics & Gadgets,3,8042.0,,
5825,1001284,O'Brian,P00192742,F,46-50,50,1,Jharkhand,Eastern,IT Sector,Electronics & Gadgets,1,8042.0,,
5829,1004034,Avish,P00128942,F,26-35,28,1,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,3,8040.0,,
5830,1003572,Anita,P00100642,F,36-45,36,1,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,2,8040.0,,
5831,1004094,Chikku,P00082742,F,26-35,33,0,Karnataka,Southern,Construction,Food,1,8040.0,,
5832,1002097,Saptadeep,P00187342,F,18-25,25,0,Maharashtra,Western,Hospitality,Electronics & Gadgets,1,8040.0,,
5833,1003572,Anita,P00100642,F,36-45,36,1,Telangana,Southern,Aviation,Electronics & Gadgets,2,8040.0,,
5834,1003942,Hazard,P00085942,F,18-25,25,1,Andhra Pradesh,Southern,Govt,Electronics & Gadgets,3,8039.0,,
5835,1001794,Parishi,P00069242,F,26-35,34,0,Andhra Pradesh,Southern,Construction,Electronics & Gadgets,2,8039.0,,
5842,1002537,Cindy,P00083942,F,36-45,41,1,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,1,8038.0,,
5843,1002787,Vaibhav,P00248142,F,26-35,31,0,Jharkhand,Eastern,Aviation,Electronics & Gadgets,4,8038.0,,
5844,1004241,Tanushree,P00181842,F,36-45,40,0,Uttar Pradesh,Central,Chemical,Electronics & Gadgets,1,8038.0,,
5845,1004647,Vernon,P00103042,F,36-45,45,0,Uttar Pradesh,Central,IT Sector,Sports Products,1,8038.0,,
5846,1002778,McMahon,P00210942,F,55+,60,0,Uttar Pradesh,Central,Construction,Electronics & Gadgets,4,8038.0,,
5847,1001733,Gonzalez,P00258742,F,18-25,23,0,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,1,8037.0,,
5849,1003013,Hirasaki,P00362342,F,46-50,50,0,Maharashtra,Western,IT Sector,Sports Products,3,8037.0,,
5850,1000192,Boeckenhauer,P00117442,F,18-25,21,0,Andhra Pradesh,Southern,Retail,Electronics & Gadgets,4,8036.0,,
5851,1002304,Yoseph,P00211142,F,46-50,46,1,Kerala,Southern,IT Sector,Electronics & Gadgets,4,8036.0,,
5852,1005916,Surbhi,P00282542,F,51-55,54,0,Uttar Pradesh,Central,Govt,Electronics & Gadgets,4,8036.0,,
5853,1001246,Rutuja,P00048442,F,18-25,25,1,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,4,8035.0,,
5854,1001010,Bremer,P00075542,F,26-35,34,1,Uttar Pradesh,Central,Lawyer,Electronics & Gadgets,3,8035.0,,
5855,1004725,Jackson,P00217342,F,36-45,37,0,Gujarat,Western,IT Sector,Electronics & Gadgets,2,8034.0,,
5856,1004725,Jackson,P00154042,F,36-45,36,1,Jharkhand,Eastern,Healthcare,Sports Products,1,8033.0,,
5858,1004958,Corey,P00185442,F,18-25,22,0,Haryana,Northern,Healthcare,Electronics & Gadgets,3,8032.0,,
5862,1003808,Vishakha,P00165742,F,26-35,33,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,2,8030.0,,
5863,1003763,Zeldin,P00157642,F,26-35,27,1,Karnataka,Southern,Media,Food,2,8030.0,,
5865,1001155,Deirdre,P00315642,F,26-35,30,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,2,8029.0,,
5866,1004248,Parin,P00182142,F,26-35,34,1,Karnataka,Southern,IT Sector,Food,2,8029.0,,
5867,1002485,Kaydos,P00120842,F,36-45,39,1,Kerala,Southern,Textile,Electronics & Gadgets,2,8029.0,,
5872,1005837,Kunst,P00271142,F,26-35,27,0,Andhra Pradesh,Southern,Food Processing,Electronics & Gadgets,4,8027.0,,
5874,1001853,Kiefer,P00194442,F,51-55,55,0,Gujarat,Western,Retail,Sports Products,1,8026.0,,
5875,1000094,Pistole,P00182442,F,26-35,31,0,Haryana,Northern,Agriculture,Electronics & Gadgets,4,8026.0,,
5876,1000094,Pistole,P00182442,F,26-35,31,0,Himachal Pradesh,Northern,Agriculture,Electronics & Gadgets,2,8026.0,,
5877,1002206,Irene,P00214842,F,46-50,49,0,Jharkhand,Eastern,Retail,Electronics & Gadgets,4,8026.0,,
5878,1000757,Karandeep,P00319042,F,26-35,26,0,Madhya Pradesh,Central,Aviation,Electronics & Gadgets,3,8026.0,,
5882,1000264,Parna,P00192542,F,36-45,37,1,Maharashtra,Western,Chemical,Food,3,8025.0,,
5883,1000026,Arntzen,P00274642,F,26-35,31,0,Punjab,Northern,Banking,Electronics & Gadgets,4,8025.0,,
5885,1000333,Priyanshu,P00245642,F,36-45,43,0,Jharkhand,Eastern,Govt,Electronics & Gadgets,3,8024.0,,
5886,1002085,Siddharth,P00000142,F,18-25,24,0,Karnataka,Southern,Chemical,Food,2,8024.0,,
5888,1004438,Ananya,P00089142,F,51-55,53,0,Punjab,Northern,IT Sector,Electronics & Gadgets,1,8023.0,,
5889,1005375,Navdeep,P00000142,F,26-35,28,0,Uttar Pradesh,Central,Banking,Food,2,8023.0,,
5890,1005047,Norling,P00319342,F,46-50,47,1,Haryana,Northern,Hospitality,Electronics & Gadgets,2,8019.0,,
5892,1005047,Norling,P00319342,F,46-50,47,1,Kerala,Southern,Hospitality,Electronics & Gadgets,1,8019.0,,
5894,1000523,Glassco,P00265242,F,51-55,53,1,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,4,8017.0,,
5899,1000309,Kastensmidt,P0097242,F,26-35,26,0,Maharashtra,Western,Media,Food,4,8016.0,,
5900,1005029,Marc,P00158842,F,26-35,28,0,Maharashtra,Western,Construction,Electronics & Gadgets,1,8016.0,,
5901,1003410,Kamberova,P00304842,F,36-45,41,0,Telangana,Southern,Healthcare,Electronics & Gadgets,3,8016.0,,
5903,1003410,Kamberova,P00304842,F,36-45,41,0,Uttarakhand,Central,Healthcare,Electronics & Gadgets,1,8016.0,,
5904,1005367,Barton,P00304142,F,18-25,19,0,Gujarat,Western,Food Processing,Electronics & Gadgets,4,8015.0,,
5905,1002459,Barnes,P00003642,F,51-55,52,0,Haryana,Northern,Healthcare,Electronics & Gadgets,3,8015.0,,
5906,1003365,Nandita,P00141942,F,51-55,53,1,Himachal Pradesh,Northern,Chemical,Electronics & Gadgets,1,8015.0,,
5909,1003365,Nandita,P00141942,F,51-55,53,1,Telangana,Southern,Chemical,Electronics & Gadgets,3,8015.0,,
5910,1000192,Boeckenhauer,P00258742,F,18-25,22,0,Uttar Pradesh,Central,Banking,Electronics & Gadgets,4,8015.0,,
5911,1005504,Ashmeet,P00154042,F,46-50,46,0,Uttar Pradesh,Central,IT Sector,Sports Products,1,8015.0,,
5912,1001420,Harms,P00294542,F,18-25,24,1,Andhra Pradesh,Southern,Chemical,Electronics & Gadgets,3,8014.0,,
5913,1003507,Brenda,P00114942,F,26-35,30,0,Bihar,Eastern,Healthcare,Electronics & Gadgets,1,8014.0,,
5914,1003279,Ulpright,P00362642,F,46-50,50,0,Kerala,Southern,Banking,Electronics & Gadgets,1,8014.0,,
5915,1002890,Maithilee,P00178942,F,36-45,42,0,Maharashtra,Western,Govt,Electronics & Gadgets,4,8014.0,,
5916,1000424,Sudevi,P00109042,F,26-35,26,0,Andhra Pradesh,Southern,Healthcare,Electronics & Gadgets,2,8013.0,,
5917,1000329,Shrichand,P00216342,F,36-45,37,0,Kerala,Southern,Govt,Electronics & Gadgets,4,8013.0,,
5918,1000329,Shrichand,P00216342,F,36-45,37,0,Maharashtra,Western,Govt,Decor,2,8013.0,,
5922,1003808,Vishakha,P00102542,F,26-35,28,0,Maharashtra,Western,Govt,Electronics & Gadgets,1,8010.0,,
5923,1004948,Jenkins,P00085442,F,46-50,49,1,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,2,8009.0,,
5925,1005092,Magdelene,P00157542,F,55+,66,1,Bihar,Eastern,Food Processing,Electronics & Gadgets,4,8009.0,,
5926,1004030,Crestani,P00100842,F,36-45,37,0,Haryana,Northern,Chemical,Electronics & Gadgets,2,8009.0,,
5927,1004030,Crestani,P00100842,F,36-45,37,0,Madhya Pradesh,Central,Chemical,Electronics & Gadgets,2,8009.0,,
5928,1002178,Evan,P00303042,F,46-50,50,1,Maharashtra,Western,Banking,Electronics & Gadgets,2,8009.0,,
5929,1005092,Magdelene,P00157542,F,55+,66,1,Rajasthan,Northern,Food Processing,Electronics & Gadgets,1,8009.0,,
5930,1003626,Kartik,P00014842,F,26-35,26,0,Uttar Pradesh,Central,Food Processing,Sports Products,3,8009.0,,
5931,1002985,Wiediger,P00275142,F,18-25,19,1,Kerala,Southern,Food Processing,Electronics & Gadgets,4,8008.0,,
5933,1000549,Sharda,P00022442,F,26-35,28,0,Himachal Pradesh,Northern,Healthcare,Electronics & Gadgets,3,8007.0,,
5936,1000984,Ben,P00112542,F,51-55,53,0,Uttar Pradesh,Central,Lawyer,Electronics & Gadgets,1,8006.0,,
5937,1003471,Mull,P00325742,F,18-25,19,1,Andhra Pradesh,Southern,IT Sector,Electronics & Gadgets,1,8005.0,,
5938,1001099,Dominguez,P00015642,F,26-35,30,1,Bihar,Eastern,Aviation,Food,1,8005.0,,
5939,1003471,Mull,P00325742,F,18-25,19,1,Delhi,Central,IT Sector,Electronics & Gadgets,4,8005.0,,
5940,1004105,Rawles,P00045842,F,51-55,55,0,Himachal Pradesh,Northern,Textile,Electronics & Gadgets,2,8005.0,,
5942,1002031,Aditya,P00229942,F,36-45,39,0,Jharkhand,Eastern,Aviation,Electronics & Gadgets,2,8004.0,,
5944,1004425,Indulekha,P00072842,F,36-45,39,1,Maharashtra,Western,Retail,Electronics & Gadgets,2,8004.0,,
5945,1003378,Chikku,P00075642,F,18-25,21,0,Punjab,Northern,Aviation,Electronics & Gadgets,4,8003.0,,
5947,1000770,Kelly,P00173342,F,18-25,22,0,Madhya Pradesh,Central,Hospitality,Electronics & Gadgets,1,8002.0,,
5948,1004621,Pearl,P00119642,F,26-35,34,0,Maharashtra,Western,IT Sector,Food,1,8002.0,,
5949,1000770,Kelly,P00173342,F,18-25,22,0,Rajasthan,Northern,Hospitality,Electronics & Gadgets,3,8002.0,,
5950,1000957,Goldenen,P00348342,F,36-45,45,1,Uttar Pradesh,Central,Banking,Electronics & Gadgets,3,8002.0,,
5951,1003454,Amlan,P00129842,F,18-25,22,0,Bihar,Eastern,Aviation,Furniture,2,8001.0,,
5952,1004656,Häberlin,P00165842,F,26-35,30,1,Delhi,Central,Chemical,Electronics & Gadgets,4,8001.0,,
5953,1000509,Rohan,P00127342,F,26-35,30,1,Karnataka,Southern,IT Sector,Sports Products,2,8001.0,,
5954,1004656,Häberlin,P00165842,F,26-35,30,1,Rajasthan,Northern,Chemical,Electronics & Gadgets,1,8001.0,,
5955,1003961,Sheetal,P00117942,F,26-35,34,0,Rajasthan,Northern,Chemical,Electronics & Gadgets,4,8001.0,,
5957,1001880,Clark,P00363242,F,36-45,43,1,Uttar Pradesh,Central,IT Sector,Decor,2,8001.0,,
5958,1004535,Mousam,P00108042,F,18-25,18,1,Andhra Pradesh,Southern,Construction,Electronics & Gadgets,3,7999.0,,
5959,1000570,Nathan,P00074642,F,26-35,28,0,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,2,7999.0,,
5960,1004511,Shikhar,P00112142,F,36-45,42,0,Himachal Pradesh,Northern,IT Sector,Electronics & Gadgets,1,7999.0,,
5961,1001613,Eva,P00027042,F,18-25,23,0,Uttar Pradesh,Central,Healthcare,Decor,1,7999.0,,
5962,1000033,Yaanvi,P00271142,F,46-50,46,1,Uttar Pradesh,Central,Lawyer,Food,1,7999.0,,
5964,1001904,Astrea,P00241642,F,18-25,25,0,Maharashtra,Western,Hospitality,Food,2,7998.0,,
5965,1001671,Manish,P00051642,F,36-45,45,0,Punjab,Northern,Lawyer,Electronics & Gadgets,3,7998.0,,
5966,1002994,Hemant,P00160042,F,36-45,38,1,Rajasthan,Northern,Govt,Electronics & Gadgets,1,7998.0,,
5967,1000735,Fox,P00113342,F,26-35,34,0,Andhra Pradesh,Southern,Banking,Electronics & Gadgets,2,7997.0,,
5968,1005220,Amlan,P00183542,F,26-35,34,0,Kerala,Southern,Banking,Electronics & Gadgets,3,7997.0,,
5969,1005636,Tran,P00189042,F,26-35,28,1,Madhya Pradesh,Central,Banking,Electronics & Gadgets,2,7997.0,,
5970,1001015,Bharat,P00050842,F,36-45,42,1,Himachal Pradesh,Northern,Food Processing,Electronics & Gadgets,1,7996.0,,
5971,1000677,Crebagga,P00139942,F,51-55,52,0,Madhya Pradesh,Central,Govt,Electronics & Gadgets,3,7996.0,,
5972,1002986,Boyes,P00001142,F,26-35,35,1,Punjab,Northern,Hospitality,Electronics & Gadgets,2,7996.0,,
5973,1000677,Crebagga,P00139942,F,51-55,52,0,Uttarakhand,Central,Govt,Electronics & Gadgets,2,7996.0,,
5975,1001234,George,P00184942,F,18-25,19,0,Delhi,Central,Healthcare,Food,3,7995.0,,
5976,1004607,Turumella,P00233442,F,26-35,28,1,Kerala,Southern,Banking,Electronics & Gadgets,2,7995.0,,
5977,1000237,Bergmann,P00119742,F,26-35,30,0,Uttar Pradesh,Central,Healthcare,Electronics & Gadgets,1,7995.0,,
5978,1003305,Jones,P00034042,F,55+,70,0,Karnataka,Southern,Media,Food,4,7994.0,,
5979,1003146,Muhammed,P00296442,F,26-35,35,1,Haryana,Northern,Healthcare,Electronics & Gadgets,4,7993.0,,
5980,1003041,Mitali,P00237542,F,26-35,30,0,Uttar Pradesh,Central,Hospitality,Electronics & Gadgets,3,7993.0,,
5983,1001244,Collins,P00184942,F,26-35,27,1,Kerala,Southern,Aviation,Electronics & Gadgets,1,7991.0,,
5984,1000436,Crier,P00109742,F,18-25,19,0,Madhya Pradesh,Central,Automobile,Electronics & Gadgets,4,7991.0,,
5987,1002391,Tron,P00265242,F,51-55,52,0,Rajasthan,Northern,Aviation,Electronics & Gadgets,2,7990.0,,
5988,1002484,Pelletier,P00152742,F,46-50,48,1,Gujarat,Western,Automobile,Electronics & Gadgets,2,7989.0,,
5989,1001120,Katharine,P0094942,F,18-25,19,0,Rajasthan,Northern,Textile,Electronics & Gadgets,2,7989.0,,
5990,1000524,Ober,P00061842,F,18-25,21,0,Gujarat,Western,Banking,Electronics & Gadgets,3,7988.0,,
5991,1000524,Ober,P00061842,F,18-25,21,0,Haryana,Northern,Banking,Electronics & Gadgets,2,7988.0,,
5993,1004728,Larry,P00048842,F,26-35,28,0,Uttar Pradesh,Central,Govt,Food,1,7988.0,,
5994,1000940,Haines,P00295842,F,0-17,16,1,Andhra Pradesh,Southern,Aviation,Electronics & Gadgets,1,7987.0,,
5995,1004124,Kastensmidt,P00282042,F,26-35,33,0,Gujarat,Western,Banking,Food,3,7987.0,,
5996,1000872,Braun,P00117542,F,51-55,53,0,Gujarat,Western,Govt,Electronics & Gadgets,1,7987.0,,
5998,1004879,Saurabh,P00190042,F,26-35,34,0,Punjab,Northern,Banking,Electronics & Gadgets,1,7987.0,,
5999,1003695,Bell,P00000642,F,26-35,28,0,Uttar Pradesh,Central,Automobile,Electronics & Gadgets,1,7987.0,,
6000,1003695,Bell,P00000642,F,26-35,28,0,Uttar Pradesh,Central,Automobile,Decor,2,7987.0,,
6001,1000173,Muhammed,P00215942,F,26-35,26,1,Punjab,Northern,Food Processing,Electronics & Gadgets,2,7986.0,,
6002,1000023,Myrick,P00150942,F,36-45,43,0,Rajasthan,Northern,Healthcare,Electronics & Gadgets,1,7986.0,,
